n_amenageur;n_operateur;n_enseigne;ID_station;n_station;ad_station;code_insee;Xlongitude;Xlatitude;nbre_pdc;ID_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
Logis L'Abreuvoir Hôtel Restaurant;Logis L'Abreuvoir Hôtel Restaurant;TESLA Recharge à Destination;;Logis L'Abreuvoir Hôtel Restaurant;La Croix Blanche, Heric,  44810 France;44073;-1.639196;47.421257;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis L'Hôtel D'Arc;Logis L'Hôtel D'Arc;TESLA Recharge à Destination;;Logis L'Hôtel D'Arc;13 Route Nationale, Arc sur Tille,  21560 France;21209;5.191306;47.346877;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis L'Hôtel D'Arc;Logis L'Hôtel D'Arc;TESLA Recharge à Destination;;Logis L'Hôtel D'Arc;13 Route Nationale, Arc sur Tille,  21560 France;21209;5.191306;47.346877;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis L'Orée du Bois;Logis L'Orée du Bois;TESLA Recharge à Destination;;Logis L'Orée du Bois;1 lieu dit l'Orée du Bois, Vittel,  88800 France;88051;5.936027;48.217885;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis L'Orée du Bois;Logis L'Orée du Bois;TESLA Recharge à Destination;;Logis L'Orée du Bois;1 lieu dit l'Orée du Bois, Vittel,  88800 France;88051;5.936027;48.217885;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis La Résidence;Logis La Résidence;TESLA Recharge à Destination;;Logis La Résidence;5  Rue des Mousses, Le Val d'Ajol,  88340 France;88487;6.490994;47.926593;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis La Résidence;Logis La Résidence;TESLA Recharge à Destination;;Logis La Résidence;5  Rue des Mousses, Le Val d'Ajol,  88340 France;88487;6.490994;47.926593;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis La Source du Mont;Logis La Source du Mont;TESLA Recharge à Destination;;Logis La Source du Mont;9 Rue du Foirail, Saint-Martin-Valmeroux,  15140  France;15219;2.427668;45.114999;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis La Source du Mont;Logis La Source du Mont;TESLA Recharge à Destination;;Logis La Source du Mont;9 Rue du Foirail, Saint-Martin-Valmeroux,  15140  France;15219;2.427668;45.114999;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis Lacotel;Logis Lacotel;TESLA Recharge à Destination;;Logis Lacotel;3058 avenue du Touring Club, Soorts-Hossegor,  40150 France;40004;-1.427147;43.681344;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Lacotel;Logis Lacotel;TESLA Recharge à Destination;;Logis Lacotel;3058 avenue du Touring Club, Soorts-Hossegor,  40150 France;40004;-1.427147;43.681344;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis Le Moulin de la Coudre;Logis Le Moulin de la Coudre;TESLA Recharge à Destination;;Logis Le Moulin de la Coudre;2 rue des gravottes, Venoy,  89290 France;89319;3.660254;47.802153;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Le Moulin de la Coudre;Logis Le Moulin de la Coudre;TESLA Recharge à Destination;;Logis Le Moulin de la Coudre;2 rue des gravottes, Venoy,  89290 France;89319;3.660254;47.802153;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis Le Moulin des Gardelles Hôtel-Restaurant;Logis Le Moulin des Gardelles Hôtel-Restaurant;TESLA Recharge à Destination;;Logis Le Moulin des Gardelles Hôtel-Restaurant;21 Rue des Gardelles, Riom,  63200 France;63203;3.068091;45.886982;3;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Le Moulin des Gardelles Hôtel-Restaurant;Logis Le Moulin des Gardelles Hôtel-Restaurant;TESLA Recharge à Destination;;Logis Le Moulin des Gardelles Hôtel-Restaurant;21 Rue des Gardelles, Riom,  63200 France;63203;3.068091;45.886982;3;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Le Moulin des Gardelles Hôtel-Restaurant;Logis Le Moulin des Gardelles Hôtel-Restaurant;TESLA Recharge à Destination;;Logis Le Moulin des Gardelles Hôtel-Restaurant;21 Rue des Gardelles, Riom,  63200 France;63203;3.068091;45.886982;3;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis Le Relais des Dix Crus;Logis Le Relais des Dix Crus;TESLA Recharge à Destination;;Logis Le Relais des Dix Crus;55 Avenue de la Mairie, Corcelles-en-Beaujolais,  69220 France;69036;4.723948;46.154249;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Le Relais des Dix Crus;Logis Le Relais des Dix Crus;TESLA Recharge à Destination;;Logis Le Relais des Dix Crus;55 Avenue de la Mairie, Corcelles-en-Beaujolais,  69220 France;69036;4.723948;46.154249;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis Les Hauts de Montreuil;Logis Les Hauts de Montreuil;TESLA Recharge à Destination;;Logis Les Hauts de Montreuil;21 Rue Pierre Ledent, Montreuil,  62170 France;62742;1.76005;50.463167;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Les Hauts de Montreuil;Logis Les Hauts de Montreuil;TESLA Recharge à Destination;;Logis Les Hauts de Montreuil;21 Rue Pierre Ledent, Montreuil,  62170 France;62742;1.76005;50.463167;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis Mas de la Feniere;Logis Mas de la Feniere;TESLA Recharge à Destination;;Logis Mas de la Feniere;RD 453, Raphele les Arles,  13280 France;13004;4.688109;43.652621;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Mas de la Feniere;Logis Mas de la Feniere;TESLA Recharge à Destination;;Logis Mas de la Feniere;RD 453, Raphele les Arles,  13280 France;13004;4.688109;43.652621;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Logis Relais du Gué de Selle;Logis Relais du Gué de Selle;TESLA Recharge à Destination;;Logis Relais du Gué de Selle;Route de Mayenne, Mézangers,  53600 France;53221;-0.435292;48.201272;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Logis Relais du Gué de Selle;Logis Relais du Gué de Selle;TESLA Recharge à Destination;;Logis Relais du Gué de Selle;Route de Mayenne, Mézangers,  53600 France;53221;-0.435292;48.201272;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Lorraine Hôtel;Lorraine Hôtel;TESLA Recharge à Destination;;Lorraine Hôtel;29  Avenue de la Résistance, Laxou,  54520 France;54304;6.12497;48.694742;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Lorraine Hôtel;Lorraine Hôtel;TESLA Recharge à Destination;;Lorraine Hôtel;29  Avenue de la Résistance, Laxou,  54520 France;54304;6.12497;48.694742;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Lorraine Hôtel;Lorraine Hôtel;TESLA Recharge à Destination;;Lorraine Hôtel;29  Avenue de la Résistance, Laxou,  54520 France;54304;6.12497;48.694742;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
M Gallery - La Cour des Consuls Hotel & Spa;M Gallery - La Cour des Consuls Hotel & Spa;TESLA Recharge à Destination;;M Gallery - La Cour des Consuls Hotel & Spa;46 Rue des Couteliers, Toulouse,  31000 France;31555;1.441685;43.599405;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
M Gallery - La Cour des Consuls Hotel & Spa;M Gallery - La Cour des Consuls Hotel & Spa;TESLA Recharge à Destination;;M Gallery - La Cour des Consuls Hotel & Spa;46 Rue des Couteliers, Toulouse,  31000 France;31555;1.441685;43.599405;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Maison Addama;Maison Addama;TESLA Recharge à Destination;;Maison Addama;29 Route du Fort, Neyron,  01700 France;1376;4.918871;45.812857;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison Addama;Maison Addama;TESLA Recharge à Destination;;Maison Addama;29 Route du Fort, Neyron,  01700 France;1376;4.918871;45.812857;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Maison Cazes;Maison Cazes;TESLA Recharge à Destination;;Maison Cazes;4 Rue Francisco Ferrer, Rivesaltes,  66600 France;66138;2.877327;42.770057;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison Cazes;Maison Cazes;TESLA Recharge à Destination;;Maison Cazes;4 Rue Francisco Ferrer, Rivesaltes,  66600 France;66138;2.877327;42.770057;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison Cazes;Maison Cazes;TESLA Recharge à Destination;;Maison Cazes;4 Rue Francisco Ferrer, Rivesaltes,  66600 France;66138;2.877327;42.770057;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Maison d'Hotes La Cimentelle;Maison d'Hotes La Cimentelle;TESLA Recharge à Destination;;Maison d'Hotes La Cimentelle;4 Rue de la Cimentelle, Avallon,  89200 France;89235;3.918885;47.536754;2;;7;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison d'Hotes La Cimentelle;Maison d'Hotes La Cimentelle;TESLA Recharge à Destination;;Maison d'Hotes La Cimentelle;4 Rue de la Cimentelle, Avallon,  89200 France;89235;3.918885;47.536754;2;;7;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Maison des Algues;Maison des Algues;TESLA Recharge à Destination;;Maison des Algues;147 rue des Algues, Rivedoux Plage,  17940 France;17297;-1.276206;46.152701;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison des Algues;Maison des Algues;TESLA Recharge à Destination;;Maison des Algues;147 rue des Algues, Rivedoux Plage,  17940 France;17297;-1.276206;46.152701;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Maison Lameloise;Maison Lameloise;TESLA Recharge à Destination;;Maison Lameloise;36 Place d'Armes, Chagny,  71150 France;71496;4.753061;46.908026;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison Lameloise;Maison Lameloise;TESLA Recharge à Destination;;Maison Lameloise;36 Place d'Armes, Chagny,  71150 France;71496;4.753061;46.908026;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison Pic;Maison Pic;TESLA Recharge à Destination;;Maison Pic;285 Avenue Victor Hugo, Valence, Rhône-Alpes 26000 France;26362;4.885625;44.91742;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Maison Pic;Maison Pic;TESLA Recharge à Destination;;Maison Pic;285 Avenue Victor Hugo, Valence, Rhône-Alpes 26000 France;26362;4.885625;44.91742;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mama Shelter;Mama Shelter;TESLA Recharge à Destination;;Mama Shelter;109 Rue de Bagnolet, Paris, Île-de-France 75020 France;75120;2.403268;48.859894;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mama Shelter;Mama Shelter;TESLA Recharge à Destination;;Mama Shelter;109 Rue de Bagnolet, Paris, Île-de-France 75020 France;75120;2.403268;48.859894;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mama Shelter;Mama Shelter;TESLA Recharge à Destination;;Mama Shelter;109 Rue de Bagnolet, Paris, Île-de-France 75020 France;75120;2.403268;48.859894;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mama Shelter Lyon;Mama Shelter Lyon;TESLA Recharge à Destination;;Mama Shelter Lyon;16 Rue Domer, Lyon,  69007 France;69387;4.844965;45.747197;3;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mama Shelter Lyon;Mama Shelter Lyon;TESLA Recharge à Destination;;Mama Shelter Lyon;16 Rue Domer, Lyon,  69007 France;69387;4.844965;45.747197;3;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mama Shelter Lyon;Mama Shelter Lyon;TESLA Recharge à Destination;;Mama Shelter Lyon;16 Rue Domer, Lyon,  69007 France;69387;4.844965;45.747197;3;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mama Shelter Marseille;Mama Shelter Marseille;TESLA Recharge à Destination;;Mama Shelter Marseille;64 Rue de la Loubiere, Marseille,  13006 France;13206;5.389084;43.290327;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mama Shelter Marseille;Mama Shelter Marseille;TESLA Recharge à Destination;;Mama Shelter Marseille;64 Rue de la Loubiere, Marseille,  13006 France;13206;5.389084;43.290327;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Manoir de Gressy;Manoir de Gressy;TESLA Recharge à Destination;;Manoir de Gressy;2  Chemin des Carrosses, Gressy, Île-de-France 77410 France;77214;2.672762;48.965345;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir de Gressy;Manoir de Gressy;TESLA Recharge à Destination;;Manoir de Gressy;2  Chemin des Carrosses, Gressy, Île-de-France 77410 France;77214;2.672762;48.965345;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir de Gressy;Manoir de Gressy;TESLA Recharge à Destination;;Manoir de Gressy;2  Chemin des Carrosses, Gressy, Île-de-France 77410 France;77214;2.672762;48.965345;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Manoir de la Poterie & SPA;Manoir de la Poterie & SPA;TESLA Recharge à Destination;;Manoir de la Poterie & SPA;2 Chemin Paul Ruel, Cricqueboeuf,  14113 France;14755;0.142842;49.402615;3;;9;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir de la Poterie & SPA;Manoir de la Poterie & SPA;TESLA Recharge à Destination;;Manoir de la Poterie & SPA;2 Chemin Paul Ruel, Cricqueboeuf,  14113 France;14755;0.142842;49.402615;3;;9;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir de la Poterie & SPA;Manoir de la Poterie & SPA;TESLA Recharge à Destination;;Manoir de la Poterie & SPA;2 Chemin Paul Ruel, Cricqueboeuf,  14113 France;14755;0.142842;49.402615;3;;9;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Manoir de Pancemont;Manoir de Pancemont;TESLA Recharge à Destination;;Manoir de Pancemont;801 Route de Lugny, Nochize,  71600 France;71590;4.171687;46.408463;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir de Pancemont;Manoir de Pancemont;TESLA Recharge à Destination;;Manoir de Pancemont;801 Route de Lugny, Nochize,  71600 France;71590;4.171687;46.408463;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Manoir de Surville;Manoir de Surville;TESLA Recharge à Destination;;Manoir de Surville;82 Rue Bernard Petel, Surville,  27400 France;27322;1.100507;49.199625;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir de Surville;Manoir de Surville;TESLA Recharge à Destination;;Manoir de Surville;82 Rue Bernard Petel, Surville,  27400 France;27322;1.100507;49.199625;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Manoir Plessis Bellevue;Manoir Plessis Bellevue;TESLA Recharge à Destination;;Manoir Plessis Bellevue;15  Rue Allix , Saumur,  49400 France;49328;-0.057563;47.249905;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir Plessis Bellevue;Manoir Plessis Bellevue;TESLA Recharge à Destination;;Manoir Plessis Bellevue;15  Rue Allix , Saumur,  49400 France;49328;-0.057563;47.249905;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Manoir Plessis Bellevue;Manoir Plessis Bellevue;TESLA Recharge à Destination;;Manoir Plessis Bellevue;15  Rue Allix , Saumur,  49400 France;49328;-0.057563;47.249905;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mas de Chastelas;Mas de Chastelas;TESLA Recharge à Destination;;Mas de Chastelas;2 Chemin de Chastelas, Gassin,  83580 France;83065;6.598192;43.259723;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mas de Chastelas;Mas de Chastelas;TESLA Recharge à Destination;;Mas de Chastelas;2 Chemin de Chastelas, Gassin,  83580 France;83065;6.598192;43.259723;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mas de Chastelas;Mas de Chastelas;TESLA Recharge à Destination;;Mas de Chastelas;2 Chemin de Chastelas, Gassin,  83580 France;83065;6.598192;43.259723;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mas de la Crémaillère;Mas de la Crémaillère;TESLA Recharge à Destination;;Mas de la Crémaillère;776 avenue des Thermes, Gréoux-les-Bains,  04800 France;4094;5.897551;43.7578;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mas de la Crémaillère;Mas de la Crémaillère;TESLA Recharge à Destination;;Mas de la Crémaillère;776 avenue des Thermes, Gréoux-les-Bains,  04800 France;4094;5.897551;43.7578;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mas de la Grenouillère;Mas de la Grenouillère;TESLA Recharge à Destination;;Mas de la Grenouillère;571 Chemin Haut des Launes, Les Saintes Maries de la Mer,  13460 France;13096;4.401865;43.471577;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mas de la Grenouillère;Mas de la Grenouillère;TESLA Recharge à Destination;;Mas de la Grenouillère;571 Chemin Haut des Launes, Les Saintes Maries de la Mer,  13460 France;13096;4.401865;43.471577;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mas la Jaina;Mas la Jaina;TESLA Recharge à Destination;;Mas la Jaina;Les Espourounes, Bargemon,  83830 France;83056;6.557947;43.614468;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mas la Jaina;Mas la Jaina;TESLA Recharge à Destination;;Mas la Jaina;Les Espourounes, Bargemon,  83830 France;83056;6.557947;43.614468;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mercure Bourges Hôtel de Bourbon;Mercure Bourges Hôtel de Bourbon;TESLA Recharge à Destination;;Mercure Bourges Hôtel de Bourbon;60-62 Avenue Jean Jaurès, Bourges,  18000 France;18033;2.393528;47.090182;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mercure Bourges Hôtel de Bourbon;Mercure Bourges Hôtel de Bourbon;TESLA Recharge à Destination;;Mercure Bourges Hôtel de Bourbon;60-62 Avenue Jean Jaurès, Bourges,  18000 France;18033;2.393528;47.090182;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mercure Bourges Hôtel de Bourbon;Mercure Bourges Hôtel de Bourbon;TESLA Recharge à Destination;;Mercure Bourges Hôtel de Bourbon;60-62 Avenue Jean Jaurès, Bourges,  18000 France;18033;2.393528;47.090182;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mercure Cherbourg Centre Port;Mercure Cherbourg Centre Port;TESLA Recharge à Destination;;Mercure Cherbourg Centre Port;13 Quai de l'Entrepôt, Cherbourg en Cotentin,  50100 France;50129;-1.618097;49.637086;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mercure Cherbourg Centre Port;Mercure Cherbourg Centre Port;TESLA Recharge à Destination;;Mercure Cherbourg Centre Port;13 Quai de l'Entrepôt, Cherbourg en Cotentin,  50100 France;50129;-1.618097;49.637086;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mercure Grand Hotel des Thermes;Mercure Grand Hotel des Thermes;TESLA Recharge à Destination;;Mercure Grand Hotel des Thermes;Allée des Sources, Brides-les-Bains,  73570 France;73057;6.568269;45.452005;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mercure Grand Hotel des Thermes;Mercure Grand Hotel des Thermes;TESLA Recharge à Destination;;Mercure Grand Hotel des Thermes;Allée des Sources, Brides-les-Bains,  73570 France;73057;6.568269;45.452005;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mercure Grand Hotel des Thermes;Mercure Grand Hotel des Thermes;TESLA Recharge à Destination;;Mercure Grand Hotel des Thermes;Allée des Sources, Brides-les-Bains,  73570 France;73057;6.568269;45.452005;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mercure Lille Centre Vieux Lille;Mercure Lille Centre Vieux Lille;TESLA Recharge à Destination;;Mercure Lille Centre Vieux Lille;27 rue des Tours, Lille,  59800 France;59350;3.066511;50.642052;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mercure Lille Centre Vieux Lille;Mercure Lille Centre Vieux Lille;TESLA Recharge à Destination;;Mercure Lille Centre Vieux Lille;27 rue des Tours, Lille,  59800 France;59350;3.066511;50.642052;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mercure Lyon Genas Eurexpo;Mercure Lyon Genas Eurexpo;TESLA Recharge à Destination;;Mercure Lyon Genas Eurexpo;36 Rue Antoine Pinay, Genas,  69742 France;69277;4.987555;45.729184;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mercure Lyon Genas Eurexpo;Mercure Lyon Genas Eurexpo;TESLA Recharge à Destination;;Mercure Lyon Genas Eurexpo;36 Rue Antoine Pinay, Genas,  69742 France;69277;4.987555;45.729184;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Mineral Lodge;Mineral Lodge;TESLA Recharge à Destination;;Mineral Lodge;Le Pré-derrière, Villaroger,  73640 France;73323;6.863289;45.594948;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Mineral Lodge;Mineral Lodge;TESLA Recharge à Destination;;Mineral Lodge;Le Pré-derrière, Villaroger,  73640 France;73323;6.863289;45.594948;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Misincu;Misincu;TESLA Recharge à Destination;;Misincu;Lieu-dit Misincu, Cagnano,  20228 France;2B233;9.472454;42.874229;3;;7;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Misincu;Misincu;TESLA Recharge à Destination;;Misincu;Lieu-dit Misincu, Cagnano,  20228 France;2B233;9.472454;42.874229;3;;7;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Misincu;Misincu;TESLA Recharge à Destination;;Misincu;Lieu-dit Misincu, Cagnano,  20228 France;2B233;9.472454;42.874229;3;;7;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
